# Indice, Tempo(s), Drift_abs(m), Drift_norm(mm/m), Disp_TOP(m), Disp_BASE(m), Allarme
23512, 117.555000, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
23513, 117.559998, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
23514, 117.564995, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
23515, 117.570000, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
23516, 117.574997, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
23517, 117.579994, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
23518, 117.584999, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
23519, 117.589996, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
23520, 117.594994, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
23521, 117.599998, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
23522, 117.604996, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
23523, 117.610001, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
23524, 117.614998, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
23525, 117.619995, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
23526, 117.625000, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
23527, 117.629997, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
23528, 117.634995, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
23529, 117.639999, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
23530, 117.644997, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
23531, 117.649994, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
23532, 117.654999, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
23533, 117.659996, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
23534, 117.665001, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
23535, 117.669998, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
23536, 117.674995, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
23537, 117.680000, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
23538, 117.684998, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
23539, 117.689995, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
23540, 117.695000, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
23541, 117.699997, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
23542, 117.704994, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
23543, 117.709999, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
23544, 117.714996, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
23545, 117.719994, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
23546, 117.724998, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
23547, 117.729996, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
23548, 117.735001, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
23549, 117.739998, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
23550, 117.744995, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
23551, 117.750000, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
23552, 117.754997, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
23553, 117.759995, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
23554, 117.764999, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
23555, 117.769997, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
23556, 117.774994, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
23557, 117.779999, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
23558, 117.784996, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
23559, 117.790001, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
23560, 117.794998, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
23561, 117.799995, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
23562, 117.805000, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
23563, 117.809998, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
23564, 117.814995, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
23565, 117.820000, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
23566, 117.824997, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
23567, 117.829994, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
23568, 117.834999, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
23569, 117.839996, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
23570, 117.844994, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
23571, 117.849998, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
23572, 117.854996, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
23573, 117.860001, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
23574, 117.864998, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
23575, 117.869995, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
23576, 117.875000, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
23577, 117.879997, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
23578, 117.884995, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
23579, 117.889999, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
23580, 117.894997, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
23581, 117.899994, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
23582, 117.904999, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
23583, 117.909996, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
23584, 117.915001, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
23585, 117.919998, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
23586, 117.924995, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
23587, 117.930000, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
23588, 117.934998, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
23589, 117.939995, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
23590, 117.945000, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
23591, 117.949997, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
23592, 117.954994, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
23593, 117.959999, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
23594, 117.964996, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
23595, 117.969994, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
23596, 117.974998, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
23597, 117.979996, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
23598, 117.985001, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
23599, 117.989998, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
23600, 117.994995, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
23601, 118.000000, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
23602, 118.004997, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
23603, 118.009995, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
23604, 118.014999, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
23605, 118.019997, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
23606, 118.024994, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
23607, 118.029999, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
23608, 118.034996, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
23609, 118.040001, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
23610, 118.044998, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
23611, 118.049995, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
23612, 118.055000, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
23613, 118.059998, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
23614, 118.064995, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
23615, 118.070000, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
23616, 118.074997, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
23617, 118.079994, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
23618, 118.084999, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
23619, 118.089996, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
23620, 118.094994, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
23621, 118.099998, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
23622, 118.104996, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
23623, 118.110001, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
23624, 118.114998, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
23625, 118.119995, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
23626, 118.125000, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
23627, 118.129997, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
23628, 118.134995, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
23629, 118.139999, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
23630, 118.144997, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
23631, 118.149994, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
23632, 118.154999, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
23633, 118.159996, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
23634, 118.165001, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
23635, 118.169998, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
23636, 118.174995, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
23637, 118.180000, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
23638, 118.184998, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
23639, 118.189995, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
23640, 118.195000, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
23641, 118.199997, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
23642, 118.204994, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
23643, 118.209999, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
23644, 118.214996, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
23645, 118.219994, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
23646, 118.224998, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
23647, 118.229996, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
23648, 118.235001, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
23649, 118.239998, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
23650, 118.244995, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
23651, 118.250000, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
23652, 118.254997, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
23653, 118.259995, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
23654, 118.264999, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
23655, 118.269997, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
23656, 118.274994, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
23657, 118.279999, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
23658, 118.284996, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
23659, 118.290001, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
23660, 118.294998, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
23661, 118.299995, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
23662, 118.305000, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
23663, 118.309998, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
23664, 118.314995, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
23665, 118.320000, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
23666, 118.324997, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
23667, 118.329994, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
23668, 118.334999, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
23669, 118.339996, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
23670, 118.344994, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
23671, 118.349998, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
23672, 118.354996, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
23673, 118.360001, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
23674, 118.364998, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
23675, 118.369995, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
23676, 118.375000, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
23677, 118.379997, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
23678, 118.384995, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
23679, 118.389999, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
23680, 118.394997, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
23681, 118.399994, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
23682, 118.404999, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
23683, 118.409996, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
23684, 118.415001, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
23685, 118.419998, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
23686, 118.424995, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
23687, 118.430000, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
23688, 118.434998, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
23689, 118.439995, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
23690, 118.445000, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
23691, 118.449997, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
23692, 118.454994, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
23693, 118.459999, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
23694, 118.464996, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
23695, 118.469994, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
23696, 118.474998, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
23697, 118.479996, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
23698, 118.485001, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
23699, 118.489998, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
23700, 118.494995, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
23701, 118.500000, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
23702, 118.504997, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
23703, 118.509995, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
23704, 118.514999, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
23705, 118.519997, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
23706, 118.524994, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
23707, 118.529999, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
23708, 118.534996, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
23709, 118.540001, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
23710, 118.544998, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
23711, 118.549995, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
23712, 118.555000, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
23713, 118.559998, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
23714, 118.564995, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
23715, 118.570000, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
23716, 118.574997, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
23717, 118.579994, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
23718, 118.584999, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
23719, 118.589996, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
23720, 118.594994, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
23721, 118.599998, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
23722, 118.604996, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
23723, 118.610001, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
23724, 118.614998, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
23725, 118.619995, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
23726, 118.625000, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
23727, 118.629997, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
23728, 118.634995, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
23729, 118.639999, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
23730, 118.644997, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
23731, 118.649994, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
23732, 118.654999, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
23733, 118.659996, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
23734, 118.665001, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
23735, 118.669998, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
23736, 118.674995, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
23737, 118.680000, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
23738, 118.684998, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
23739, 118.689995, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
23740, 118.695000, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
23741, 118.699997, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
23742, 118.704994, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
23743, 118.709999, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
23744, 118.714996, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
23745, 118.719994, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
23746, 118.724998, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
23747, 118.729996, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
23748, 118.735001, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
23749, 118.739998, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
23750, 118.744995, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
23751, 118.750000, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
23752, 118.754997, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
23753, 118.759995, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
23754, 118.764999, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
23755, 118.769997, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
23756, 118.774994, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
23757, 118.779999, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
23758, 118.784996, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
23759, 118.790001, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
23760, 118.794998, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
23761, 118.799995, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
23762, 118.805000, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
23763, 118.809998, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
23764, 118.814995, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
23765, 118.820000, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
23766, 118.824997, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
23767, 118.829994, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
23768, 118.834999, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
23769, 118.839996, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
23770, 118.844994, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
23771, 118.849998, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
23772, 118.854996, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
23773, 118.860001, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
23774, 118.864998, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
23775, 118.869995, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
23776, 118.875000, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
23777, 118.879997, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
23778, 118.884995, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
23779, 118.889999, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
23780, 118.894997, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
23781, 118.899994, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
23782, 118.904999, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
23783, 118.909996, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
23784, 118.915001, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
23785, 118.919998, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
23786, 118.924995, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
23787, 118.930000, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
23788, 118.934998, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
23789, 118.939995, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
23790, 118.945000, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
23791, 118.949997, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
23792, 118.954994, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
23793, 118.959999, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
23794, 118.964996, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
23795, 118.969994, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
23796, 118.974998, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
23797, 118.979996, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
23798, 118.985001, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
23799, 118.989998, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
23800, 118.994995, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
23801, 119.000000, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
23802, 119.004997, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
23803, 119.009995, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
23804, 119.014999, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
23805, 119.019997, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
23806, 119.024994, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
23807, 119.029999, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
